Var1,Var2,mean_aa_dist
PB1_1,PB1_2,14.3560888194767
PB1_1,PB1_3,13.8336760800864
PB1_1,PB1_4,15.7725150224973
PB1_1,PB1_5,14.616753881737
PB1_1,PB1_6,9.2114796180915
PB1_1,PB1_7,10.4613050887183
PB1_1,PB1_8,10.7573868256985
PB1_1,PB1_9,8.98687742259391
PB1_1,PB1_10,8.32618383942651
PB1_1,PB1_11,14.112517880601
PB1_1,PB1_12,7.65800613049269
PB1_1,PB1_13,21.5880627911005
PB1_1,PB1_14,11.8027715485026
PB1_1,PB1_15,10.9385491169172
PB1_1,PB1_16,11.7649978105387
PB1_1,PB1_17,15.3692578768481
PB1_1,PB1_18,11.562091503268
PB1_1,PB1_19,21.7427139590328
PB1_1,PB1_20,11.5116333381987
PB1_1,PB1_21,11.1311049481827
PB1_1,PB1_22,19.7532039118376
PB1_1,PB1_23,13.6606626769817
PB1_1,PB1_24,13.8983725003651
PB1_1,PB1_25,11.9332944095753
PB1_1,PB1_26,7.36476426799008
PB1_1,PB1_27,9.41998734977868
PB1_1,PB1_28,11.6821875152045
PB1_1,PB1_29,12.9411764705882
PB1_1,PB1_30,10.4465041599767
PB1_1,PB1_31,10.8945409429278
PB1_1,PB1_32,19.7890818858561
PB1_1,PB1_33,7.36476426799008
PB1_1,PB1_34,1.88994307400381
PB1_1,PB1_35,13.9207414975916
PB1_1,PB1_36,67.4618303897241
PB1_1,PB1_37,16.814479638009
PB1_1,PB1_38,7.48095168588522
PB1_1,PB1_39,26.771712158809
PB1_1,PB1_40,18.74806597577
PB1_1,PB1_41,6.28098087870388
PB1_1,PB1_42,54.9195737848489
PB1_1,PB1_43,3.42475551014453
PB1_2,PB1_3,9.79364534836515
PB1_2,PB1_4,17.0114803888509
PB1_2,PB1_5,8.32768785756199
PB1_2,PB1_6,12.4538346032664
PB1_2,PB1_7,11.5655768650016
PB1_2,PB1_8,11.9797586252144
PB1_2,PB1_9,12.0265482202981
PB1_2,PB1_10,9.51108085462812
PB1_2,PB1_11,10.4485887445889
PB1_2,PB1_12,10.9566137566135
PB1_2,PB1_13,20.4063098517641
PB1_2,PB1_14,15.8033320215138
PB1_2,PB1_15,6.57359307359307
PB1_2,PB1_16,13.0065328610782
PB1_2,PB1_17,15.2836116264687
PB1_2,PB1_18,13.9807118807118
PB1_2,PB1_19,21.3637325637326
PB1_2,PB1_20,12.7060606060607
PB1_2,PB1_21,6.77281385281383
PB1_2,PB1_22,17.4684848484848
PB1_2,PB1_23,7.96753246753241
PB1_2,PB1_24,10.2884199134199
PB1_2,PB1_25,7.56883116883117
PB1_2,PB1_26,10.5575757575758
PB1_2,PB1_27,11.5458874458874
PB1_2,PB1_28,14.4770562770562
PB1_2,PB1_29,8.57099567099567
PB1_2,PB1_30,6.07510822510823
PB1_2,PB1_31,15.0257575757575
PB1_2,PB1_32,17.4194805194805
PB1_2,PB1_33,10.5575757575758
PB1_2,PB1_34,4.34805194805195
PB1_2,PB1_35,9.54199134199134
PB1_2,PB1_36,68.3402597402597
PB1_2,PB1_37,18.5203463203463
PB1_2,PB1_38,10.5437229437229
PB1_2,PB1_39,27.4069264069264
PB1_2,PB1_40,17.5316017316017
PB1_2,PB1_41,10.5437229437229
PB1_2,PB1_42,57.2229437229437
PB1_2,PB1_43,3.25974025974026
PB1_3,PB1_4,15.627542628496
PB1_3,PB1_5,9.01842995755548
PB1_3,PB1_6,10.9372979679878
PB1_3,PB1_7,10.128937347205
PB1_3,PB1_8,8.67001551907231
PB1_3,PB1_9,8.95621349955114
PB1_3,PB1_10,9.95816124684944
PB1_3,PB1_11,10.165983827493
PB1_3,PB1_12,9.412833183588
PB1_3,PB1_13,18.1697909009227
PB1_3,PB1_14,14.2838356611942
PB1_3,PB1_15,5.32345013477089
PB1_3,PB1_16,11.4558319039451
PB1_3,PB1_17,12.5377358490566
PB1_3,PB1_18,13.3962264150944
PB1_3,PB1_19,19.699236298293
PB1_3,PB1_20,11.171563342318
PB1_3,PB1_21,5.52897574123986
PB1_3,PB1_22,14.5653638814016
PB1_3,PB1_23,7.85067385444743
PB1_3,PB1_24,11.0316711590296
PB1_3,PB1_25,4.66037735849057
PB1_3,PB1_26,7.3578167115903
PB1_3,PB1_27,10.1700359389039
PB1_3,PB1_28,11.9860736747529
PB1_3,PB1_29,5.65431266846361
PB1_3,PB1_30,4.83288409703504
PB1_3,PB1_31,14.4083557951483
PB1_3,PB1_32,17.0714285714286
PB1_3,PB1_33,7.3578167115903
PB1_3,PB1_34,1.08018867924528
PB1_3,PB1_35,6.6489218328841
PB1_3,PB1_36,66.7857142857143
PB1_3,PB1_37,16.9265498652291
PB1_3,PB1_38,11.016846361186
PB1_3,PB1_39,27.9252021563342
PB1_3,PB1_40,17.9366576819407
PB1_3,PB1_41,9.0222371967655
PB1_3,PB1_42,55.9117250673854
PB1_3,PB1_43,2.62264150943396
PB1_4,PB1_5,16.3505368163396
PB1_4,PB1_6,12.4332607492002
PB1_4,PB1_7,11.2496661728304
PB1_4,PB1_8,12.053207200735
PB1_4,PB1_9,12.013364999535
PB1_4,PB1_10,11.6779601438508
PB1_4,PB1_11,15.5125901089691
PB1_4,PB1_12,11.1525938344044
PB1_4,PB1_13,21.2899489446008
PB1_4,PB1_14,15.9393431380019
PB1_4,PB1_15,12.6814752724225
PB1_4,PB1_16,13.1447077649928
PB1_4,PB1_17,19.5322715842414
PB1_4,PB1_18,13.1014249790444
PB1_4,PB1_19,19.3615535065661
PB1_4,PB1_20,12.8893545683152
PB1_4,PB1_21,12.8772841575859
PB1_4,PB1_22,19.5973176865046
PB1_4,PB1_23,16.2430846605196
PB1_4,PB1_24,16.4069572506287
PB1_4,PB1_25,13.6621961441743
PB1_4,PB1_26,10.699077954736
PB1_4,PB1_27,15.0058675607712
PB1_4,PB1_28,15.3062307907236
PB1_4,PB1_29,14.6630343671417
PB1_4,PB1_30,12.1831517183571
PB1_4,PB1_31,16.6391450125733
PB1_4,PB1_32,19.4258172673931
PB1_4,PB1_33,10.699077954736
PB1_4,PB1_34,5.40737636211232
PB1_4,PB1_35,13.6496227996647
PB1_4,PB1_36,57.6797988264878
PB1_4,PB1_37,16.4383906119028
PB1_4,PB1_38,13.663872590109
PB1_4,PB1_39,29.5817267393127
PB1_4,PB1_40,19.3579212070411
PB1_4,PB1_41,10.7082984073764
PB1_4,PB1_42,46.0075440067058
PB1_4,PB1_43,4.39731768650461
PB1_5,PB1_6,11.5776801154596
PB1_5,PB1_7,10.8671574606898
PB1_5,PB1_8,10.8565455828844
PB1_5,PB1_9,11.3049062460404
PB1_5,PB1_10,10.6847850075409
PB1_5,PB1_11,9.60716077537059
PB1_5,PB1_12,10.1524895477006
